Index,City,Country,Latitude,Longitude,Temperature (°F),Humidity (%),Cloudiness (%),Wind Speed (mph)
330,Ambilobe,Madagascar,-13.2026069,49.0514094,82.76,53,86,2.77
331,Lata,Solomon Islands,-10.7245517,165.7984425,79.16,81,96,2.33
332,Kongolo,DR Congo,-5.387502,26.9911288,87.04,40,100,0.47
333,Alyangula,Australia,-13.8509101,136.4195101,72.54,88,0,7.81
334,Kodinsk,Russia,58.60767269999999,99.1779092,64.04,70,100,0.81
335,Weston,United States,26.1003654,-80.3997748,82.27,79,97,1.99
336,Kruisfontein,South Africa,-33.9843356,24.732102,57.24,56,85,15.05
337,Tommot,Russia,58.9811665,126.2185785,60.67,73,0,5.64
338,Haines Junction,Canada,60.7544541,-137.5117818,37.35,81,15,1.14
339,Bisho,South Africa,-32.849876,27.4409557,59.61,53,77,8.21
340,Cidreira,Brazil,-30.1768565,-50.2089209,53.73,65,29,6.51
341,Marinette,United States,45.0999849,-87.6306623,53.65,58,78,5.95
342,Jawhar,Somalia,2.7774231,45.5016253,87.57,40,32,22.35
343,Lavrentiya,Russia,65.58354899999999,-171.038925,47.84,57,37,4.63
344,Pacifica,United States,37.6138253,-122.4869194,50.47,91,40,6.91
345,Manokwari,Indonesia,-0.8614531,134.0620421,78.64,82,34,2.46
346,Atambua,Indonesia,-9.1064894,124.8987786,72.41,82,100,4.99
347,Nurota,Uzbekistan,40.5631176,65.7015143,84.16,27,100,10.69
348,Ronne,Denmark,55.101017,14.708329,55.31,88,75,6.91
349,Pemba,Mozambique,-12.9732026,40.5178014,81.3,57,20,14.97
350,Hosangadi,India,13.7009721,74.962283,78.73,86,100,3.44
351,Lazaro Cardenas,Mexico,17.9567646,-102.1943485,76.6,84,21,2.28
352,Sisimiut,Greenland,66.9394722,-53.6733857,43.95,61,12,8.63
353,Saint-Augustin,Canada,51.2327688,-58.65154440000001,53.06,95,100,10.94
354,Santa Maria Da Boa Vista,Brazil,-8.8024598,-39.8253203,82.17,48,62,14.34
355,Maxixe,Mozambique,-23.8606069,35.3468034,78.66,50,40,13.8
356,Bafoulabe,Mali,13.8092603,-10.8345647,90.45,49,84,8.66
357,Hamilton,Bermuda,32.2945837,-64.7858887,77.79,80,0,13
358,Celestun,Mexico,20.8593042,-90.3972052,77.41,85,100,8.25
359,Camopi,French Guiana,3.1660209,-52.34138189999999,80.82,73,70,3.33
360,Springbok,South Africa,-29.6654618,17.8880075,55.18,33,99,12.59
361,Challapata,Bolivia,-18.9005419,-66.7694877,37.38,16,0,5.86
362,Cairns,Australia,-16.9203476,145.7709529,69.75,68,20,10.36
363,Sept-Iles,Canada,50.21329679999999,-66.3757921,44.87,89,100,14.97
364,Saint George,Bermuda,32.3819877,-64.6769793,77.81,80,0,17.36
365,Fereydun Kenar,Iran,36.68718399999999,52.5238579,77.79,62,16,8.23
366,Urdzhar,Kazakhstan,47.086965,81.6315231,77.58,47,7,1.36
367,Pavlodar,Kazakhstan,52.2873032,76.9674023,82.26,32,40,11.18
368,Te Anau,New Zealand,-45.41442929999999,167.7180426,36.09,95,43,4.27
369,Norman Wells,Canada,65.28149379999999,-126.8286524,53.64,71,75,3.44
370,Poshekhonye,Russia,58.5030781,39.1193785,60.08,93,100,9.26
371,Sibolga,Indonesia,1.7368371,98.78511209999999,77.86,85,94,3.02
372,Leh,India,34.1525864,77.57705349999999,59.45,30,97,4.36
373,Coihaique,Chile,-45.5712254,-72.068265,23.94,91,35,4.14
374,Zhicheng,China,30.29782,111.50082,76.39,94,64,2.84
375,Moerai,French Polynesia,-22.4512228,-151.3431677,73.29,64,70,17.74
376,Cayenne,French Guiana,4.92242,-52.3134531,77.95,1,40,0
377,Lipari,Italy,38.4936623,14.9272044,76.3,59,0,4.65
378,Boddam,United Kingdom,57.470373,-1.779524,55.78,85,93,29.04
379,Kargasok,Russia,59.0535405,80.8770601,73.42,62,22,1.41
380,Vanavara,Russia,60.3394104,102.2965425,58.06,94,100,2.04
381,Saint-Pierre,Saint Pierre and Miquelon,46.7758459,-56.1806363,55.36,94,75,24.16
382,Ahipara,New Zealand,-35.1713175,173.1533354,57.02,88,100,9.46
383,Sanmenxia,China,34.7727068,111.2000526,85.6,36,4,7.25
384,Dagana,Senegal,16.5105628,-15.5034785,81.25,72,100,4.05
385,Barreirinha,Brazil,-2.7992625,-57.0683804,80.55,78,100,3.65
386,Pemangkat,Indonesia,1.175333,108.970398,80.92,77,31,7.76
387,Rapid Valley,United States,44.0624879,-103.1462899,73.31,61,84,11.01
388,Warqla,Algeria,31.9527411,5.3335348,105.85,7,0,5.75
389,Reefton,New Zealand,-42.1195039,171.8622754,39.09,95,39,2.66
390,Quelimane,Mozambique,-17.8502636,36.9218584,78.75,53,40,8.05
391,Sarasau,Romania,47.9589759,23.8150407,83.03,46,0,3.13
392,Bogorodskoye,Russia,55.80889759999999,37.7058053,73.8,64,100,16.96
393,Iqaluit,Canada,63.74669300000001,-68.5169669,42.1,70,75,11.99
394,Los Llanos De Aridane,Spain,28.6577222,-17.9122017,72.05,83,40,12.66
395,San Carlos De Bariloche,Argentina,-41.1334722,-71.3102778,37.96,93,75,5.75
396,Batagay,Russia,67.66251299999999,134.65435,50.09,77,30,10.74
397,Morgan City,United States,29.6993748,-91.20676999999999,81,69,6,5.61
398,Akureyri,Iceland,65.6825509,-18.0906858,66,27,20,17.27
399,Aitape,Papua New Guinea,-3.1538273,142.3639991,78.22,86,3,4.34
400,Merzifon,Turkey,40.8544243,35.4404557,75.47,44,40,16.11
401,Lolua,Tuvalu,-9.370726,179.8089356,83.19,73,11,14.41
402,Jiangkou,China,27.7000556,108.8391897,74.82,97,100,1.83
403,Samarai,Papua New Guinea,-10.6120235,150.6640758,80.22,82,68,10.76
404,Uwayl,Sudan,8.7670867,27.3998369,90.52,40,100,7.38
405,Tautira,French Polynesia,-17.7496214,-149.1611957,77.88,71,28,21.88
406,Wewak,Papua New Guinea,-3.5800229,143.6583166,79.59,82,3,4.52
407,Shirokiy,Russia,49.76076370000001,129.5161337,57.45,85,0,7.07
408,Belmonte,Brazil,-15.8612616,-38.8798265,77.47,65,5,5.61
409,Aflu,Algeria,34.1139518,2.0973854,93.24,10,6,5.26
410,Chumikan,Russia,54.7165204,135.3084383,44.35,95,90,4.59
411,Tripoli,Libya,32.8872094,13.1913383,81.88,58,0,15.55
412,Kabinda,DR Congo,-6.137357799999999,24.4886232,90.37,26,70,1.59
413,Joensuu,Finland,62.6010155,29.7635719,54.09,87,100,14.97
414,Marsa Matruh,Egypt,31.3543445,27.2373159,80.76,52,0,12.48
415,Turukhansk,Russia,65.79585999999999,87.962418,73.8,36,6,9.73
416,Baft,Iran,29.233038,56.60089720000001,87.3,6,0,15.9
417,Crucisor,Romania,47.6933377,23.2280926,84.4,29,20,3.44
418,Panguna,Papua New Guinea,-6.308009,155.477221,65.82,97,32,1.57
419,Westport,Ireland,53.80213070000001,-9.514346699999999,57.96,78,81,15.61
420,Sao Joao Da Barra,Brazil,-21.6348912,-41.0442844,68.09,77,100,12.53
421,Murgab,Turkmenistan,37.4953637,61.97553610000001,93.06,24,75,13.8
422,Hambantota,Sri Lanka,6.1428829,81.12123079999999,84.54,79,20,11.5
423,Ngaoundere,Cameroon,7.338148800000001,13.5668302,79.97,56,99,2.1
424,Zhanatas,Kazakhstan,43.5569086,69.7352437,93.92,12,9,3.94
425,Gafanha Da Encarnacao,Portugal,40.61842240000001,-8.7335245,70.9,70,28,11.34
426,Beipiao,China,41.8007999,120.77091,75.58,66,5,5.41
427,Pasco,United States,46.2305049,-119.0922316,53.35,71,40,5.99
428,Ambatondrazaka,Madagascar,-17.8336363,48.4088007,64.8,81,77,8.77
429,Humaita,Brazil,-7.5169609,-63.0298508,78.13,59,20,2.59
430,Otane,New Zealand,-39.8962223,176.6278521,44.94,85,100,9.1
431,Codrington,Antigua and Barbuda,17.6425736,-61.8204456,80.13,77,33,18.95
432,Kudat,Malaysia,6.883057099999999,116.8466165,80.53,89,20,0
433,Nikolskoye,Russia,55.1981604,166.0015368,44.51,96,100,3.33
434,Hovd,Mongolia,47.9795218,91.634756,73.2,22,100,23.04
435,Brigantine,United States,39.4101171,-74.3645906,61.88,52,0,19.6
436,Santa Marta,Colombia,11.2403547,-74.2110227,80.71,83,40,4.61
437,Hosakote,India,13.0692593,77.7982428,80.94,65,40,6.91
438,Shingu,Japan,33.7241203,135.9924819,71.01,94,100,5.93
439,Port Blair,India,11.6233774,92.7264828,83.98,79,40,5.75
440,Nosy Varika,Madagascar,-20.5912573,48.5312279,70.2,84,65,7.58
441,Pontes E Lacerda,Brazil,-15.2324928,-59.32992989999999,73.99,67,5,2.93
442,Itigi,Tanzania,-5.706302,34.4946697,81.48,27,100,6.62
443,Abu Kamal,Syria,34.4653258,40.9081831,108.43,11,0,11.9
444,Kadhan,Pakistan,24.482478,68.9867458,94.96,46,0,24.14
445,Huilong,China,24.36907,115.52989,75.4,93,100,3.38
446,Novikovo,Russia,51.1526271,37.88823379999999,74.16,56,33,10.87
447,Cherskiy,Russia,68.742677,161.350784,53.37,58,100,6.26
448,Diffa,Niger,13.3132472,12.6158803,102.45,21,76,8.28
449,Murmashi,Russia,68.8109454,32.7883096,46.45,87,75,7
450,Udankudi,India,8.4271424,78.0260488,88.02,59,100,12.33
451,Olinda,Brazil,-7.992019300000001,-34.84223679999999,82.42,74,75,6.91
452,Borujerd,Iran,33.8941993,48.767033,98.85,6,0,15.21
453,Dauriya,Russia,49.9248455,116.8425181,67.78,68,100,17.16
454,Kostomuksha,Russia,64.5950323,30.6115492,47.17,95,100,10.33
455,Bansko,Bulgaria,41.8404241,23.485653,70.81,42,57,0.16
456,Cockburn Town,Bahamas,24.0527442,-74.5302159,81.57,69,99,6.08
457,Marabba,Sudan,12.3043,34.336521,93.54,32,98,11.3
458,Ciudad Bolivar,Venezuela,8.088279100000001,-63.5535552,79.12,74,84,10.87
459,Rongai,Kenya,-0.1705283,35.8552598,67.59,68,100,2.66
460,Vanimo,Papua New Guinea,-2.6896767,141.2998457,78.19,88,35,4.7
461,Muzaffarabad,Pakistan,34.3551036,73.4769458,73.4,74,89,4.72
462,Moyobamba,Peru,-6.0419882,-76.97006689999999,65.5,96,100,0.27
463,Labutta,Myanmar,16.149328,94.7562159,82.31,81,100,5.12
464,Chara,Russia,56.913055,118.250862,62.49,79,100,5.59
465,Tavda,Russia,58.0442892,65.25610879999999,64.33,90,100,1.43
466,Sorland,Norway,67.6635735,12.6926738,53.58,76,15,5.17
467,Dukat,Russia,62.5746833,155.362996,41.83,91,59,2.68
468,Yantal,Russia,56.8474279,105.2507738,59.81,89,77,2.51
469,Kaitangata,New Zealand,-46.2858467,169.8460662,43.61,87,100,5.03
470,Omsukchan,Russia,62.50940980000001,155.7859171,44.01,92,86,1.68
471,Kota Kinabalu,Malaysia,5.980408,116.0734568,84.16,79,20,3
472,Bahia Blanca,Argentina,-38.7183177,-62.2663478,47.7,67,100,8.32
473,Rawannawi,Kiribati,2.0516556,173.2633123,79.97,81,12,9.37
474,Nastola,Finland,60.948103,25.9337117,66.83,50,69,14.52
475,Roald,Norway,62.58346169999999,6.1248587,60.22,67,0,18.41
476,Nishihara,Japan,26.2228349,127.7588392,80.51,92,40,12.66
477,Port-Gentil,Gabon,-0.7351025999999999,8.7591311,80.58,69,20,14.97
478,Port Alberni,Canada,49.2338882,-124.8055494,53.35,91,100,1.99
479,Yumen,China,40.2917599,97.04542000000001,79.59,19,100,14.32
480,Klaksvik,Faroe Islands,62.2271922,-6.5779063,48.4,90,62,12.46
481,Volgodonsk,Russia,47.5004928,42.2027662,84.11,29,0,7.45
482,Puerto Escondido,Colombia,8.9936832,-76.2015572,75,88,100,8.52
483,Kankon,India,14.9976384,74.04113389999999,78.58,74,97,6.49
484,Ludwigslust,Germany,53.3244914,11.4969238,67.28,62,100,9.69
485,Kencong,Indonesia,-8.306383,113.335403,77.23,88,100,5.19
486,Ninh Binh,Vietnam,20.2506149,105.9744536,89.56,58,100,11.41
487,Nome,United States,64.50059089999999,-165.4086406,53.28,58,28,3.89
488,Tessalit,Mali,20.2573532,0.9910297999999998,99.95,17,100,7.02
489,Garango,Burkina Faso,11.8088575,-0.5352355999999999,91.74,41,100,1.9
490,Paraiso,Mexico,18.4006144,-93.2127162,76.19,90,100,2.01
491,Pasighat,India,28.0631741,95.32391969999999,73.44,96,76,2.86
492,Chagoda,Russia,59.1655805,35.3248918,65.62,62,82,9.73
493,Kamaishi,Japan,39.27580460000001,141.8857275,65.77,95,92,9.15
494,Phan Rang,Vietnam,11.5825677,108.9912066,81.12,85,31,6.82
495,Guarda,Portugal,40.5308408,-7.2221421,64.78,44,100,7.34
496,Butler,United States,39.8586568,-84.19900720000001,61.34,51,18,1.99
497,Telenesti,Moldova,47.4983962,28.3676019,81.43,32,0,1.63
498,Kroya,Indonesia,-7.632621800000001,109.2490653,78.06,88,99,7.72
499,Plastun,Russia,44.7543956,136.2875086,59.74,84,92,6.64
500,Casablanca,Morocco,33.5731104,-7.589843399999999,75.74,64,75,9.22
501,East Wemyss,United Kingdom,56.161291,-3.063495,61.56,57,100,8.99
502,Comodoro Rivadavia,Argentina,-45.8656149,-67.4822429,28.89,69,0,8.05
503,Bintulu,Malaysia,3.171322,113.0419069,77.92,88,20,1.14
504,Havre-Saint-Pierre,Canada,50.24181400000001,-63.598569,44.96,93,100,17.27
505,Marcona,Peru,-15.3618294,-75.16373229999999,60.98,80,57,10.18
506,Awbari,Libya,26.5810176,12.7939759,96.98,11,0,3.47
507,Halalo,Wallis and Futuna,-13.3436344,-176.2171202,82.89,71,99,15.41
508,Harper,Liberia,4.3759676,-7.700941599999999,80.46,75,100,5.44
509,Jinchang,China,38.5200599,102.18759,71.67,45,100,6.67
510,Pahalgam,India,34.0160751,75.3149796,58.03,86,100,4.29
511,Amudat,Uganda,1.9534181,34.9437716,77.67,52,100,3.36
512,Putla,Mexico,17.0320856,-97.9293247,68.77,88,30,4.92
513,Leshukonskoye,Russia,64.89734659999999,45.76517339999999,58.39,50,100,3.51
514,Okhotsk,Russia,59.35845999999999,143.203491,42.33,96,88,5.7
515,Den Helder,Netherlands,52.95628079999999,4.7607972,61.2,72,75,14
516,Ardistan,Iran,33.3794487,52.36987329999999,101.7,8,1,12.26
517,Bunda,Tanzania,-2.0185322,33.8746152,77.2,50,100,0.92
518,Alotau,Papua New Guinea,-10.3157027,150.4587795,76.51,92,46,4.65
519,Bend,United States,44.0581728,-121.3153096,44.35,80,100,3
520,Rafraf,Tunisia,37.1930207,10.1983431,85.28,66,6,17.72
521,Conceicao Do Araguaia,Brazil,-8.2625656,-49.2694666,87.12,37,10,2.86
522,Wasilla,United States,61.58087629999999,-149.4410597,49.73,82,100,2.93
523,Partizanskoye,Russia,55.5039361,94.4032885,62.83,79,9,4
524,Mackay,Australia,-21.1433971,149.1868281,67.89,80,84,14.36
525,Fox Lake,United States,42.3966874,-88.1836965,61.38,63,10,1.99
526,Nemuro,Japan,43.3301005,145.5828182,54.19,99,100,8.01
527,Prado,Brazil,-17.3341173,-39.2250661,77.67,65,14,4.83
528,Deputatskiy,Russia,69.30260299999999,139.958383,45.39,84,100,15.84
529,Riyadh,Saudi Arabia,24.7135517,46.6752957,112.86,4,4,6.76
530,Lompoc,United States,34.6391501,-120.4579409,49.68,84,100,8.99
531,Saquarema,Brazil,-22.8935085,-42.4683252,66,84,100,5.55
532,San Juan,Philippines,14.6019309,121.0355375,80.6,86,40,3.44
533,Mineiros,Brazil,-17.5635333,-52.552764,70.45,67,0,5.82
534,Arica,Chile,-18.4782534,-70.3125988,52.09,82,0,8.05
535,Amot,Norway,61.253824,11.5735122,61.83,31,98,6.24
536,Shadegan,Iran,30.6545969,48.6539268,116.58,5,1,11.63
537,Ghazipur,India,25.5877901,83.5783078,94.86,40,100,11.25
538,Erdenet,Mongolia,49.054082,104.0716533,52.25,82,1,4.38
539,Omboue,Gabon,-1.575187,9.2591571,79.09,66,53,12.33
540,Coron,Philippines,12.0489179,120.1519011,80.62,80,5,2.86
541,Aleppo,Syria,36.2021047,37.1342603,91.8,27,0,21.45
542,Jiaonan,China,29.900059,121.142933,73.15,92,100,4.45
543,Marshfield,United States,42.0917453,-70.7055871,52.74,94,75,4.61
544,Grand-Santi,French Guiana,4.2507342,-54.38225,80.31,76,100,3.29
545,Okha,Russia,53.5893264,142.9521875,45.23,90,99,7.43
546,Perris,United States,33.7825194,-117.2286478,51.76,88,0,1.01
547,Salisbury,United States,38.3606736,-75.5993692,64.2,54,0,1.01
548,Kaeo,New Zealand,-35.1003051,173.7803421,57.52,93,100,10.83
549,Bay-Khaak,Russia,51.158764,94.462876,61.02,80,100,4.14
550,Debre Tabor,Ethiopia,11.8566874,38.015522,66,45,97,5.57
551,College,United States,37.09024,-95.712891,75.69,86,20,7.87
552,Valley Station,United States,38.1024697,-85.871012,63.73,52,0,1.99
553,Meghraj,India,23.493949,73.5041133,91.36,53,100,10.89
554,La Tijera,Mexico,20.5874349,-103.4373747,63.25,96,36,0.34
555,Pergamino,Argentina,-33.8912831,-60.5745999,45.91,72,9,8.01
556,Rawson,Argentina,-43.2998581,-65.09948729999999,37.94,67,2,11.59
557,Souillac,Mauritius,-20.5180739,57.52638589999999,73.51,68,75,12.66
558,Victoria Point,Australia,-27.5879419,153.303966,58.28,87,75,1.01
559,Elko,United States,40.8324211,-115.7631232,48.58,48,100,3.87
560,Itapissuma,Brazil,-7.7761318,-34.8995726,82.35,63,58,7.38
561,Jakarta,Indonesia,-6.2087634,106.845599,83.32,71,93,5.17
562,Serowe,Botswana,-22.4036831,26.7142835,79.03,19,0,6.82
563,Kaliyaganj,India,25.6355626,88.3287896,81.25,81,100,2.75
564,Praya,Indonesia,-8.72174,116.288597,80.37,89,75,8.05
565,Sosnovka,Russia,52.4205149,43.5124204,72.79,54,100,11.41
566,Brae,United Kingdom,60.39685199999999,-1.3541129,55.22,77,16,17.58
567,Banda Aceh,Indonesia,5.5482904,95.3237559,80.85,68,99,0.72
568,Daru,Papua New Guinea,-9.078195899999999,143.2099707,78.69,90,100,18.66
569,Marzuq,Libya,25.9182262,13.9260001,96.48,10,0,1.43
570,Flinders,Australia,-38.4344541,144.9726306,49.3,86,100,7.74
571,Bihariganj,India,25.7330441,86.98774220000001,81.55,78,97,5.88
572,Bay Roberts,Canada,47.5820518,-53.2798524,71.73,74,35,1.99
573,Ust-Kulom,Russia,61.68657760000001,53.6893015,63.45,69,23,4.14
574,Niquero,Cuba,20.0390282,-77.5791358,79.56,74,100,3.91
575,Inirida,Colombia,3.8702044,-67.92433609999999,71.73,97,100,2.26
576,Sao Jose Da Coroa Grande,Brazil,-8.889756799999999,-35.151541,81.32,67,32,5.3
577,Portales,United States,34.1861922,-103.3343978,66.15,58,2,9.1
578,Chivilcoy,Argentina,-34.8969795,-60.0190731,49.98,49,21,12.62
579,Tahe,China,52.3343199,124.71003,62.94,52,100,4.38
580,Kamareddi,India,18.3204832,78.3369523,86.86,58,100,3.8
581,Guerrero Negro,Mexico,27.9591758,-114.056646,62.2,84,6,10
582,Tsogni,Gabon,-2.7404898,10.0303723,78.33,67,25,10.6
583,Satipo,Peru,-11.252678,-74.6371154,68.58,87,74,1.12
584,Gold Coast,Australia,-28.016667,153.4,59.95,89,100,8.05
585,Road Town,British Virgin Islands,18.4286115,-64.6184657,84.15,70,40,14.97
586,Bilma,Niger,18.6929789,12.9176518,104.79,8,0,14
587,Yirol,Sudan,6.5609799,30.5020001,71.35,93,100,3.74
588,Sretensk,Russia,52.243142,117.6968949,61.95,99,100,4.74
589,Dandong,China,39.9997999,124.35601,66.83,97,64,2.68
590,Viedma,Argentina,-40.8119087,-62.9962044,46.22,58,100,14.76
591,Anzio,Italy,41.4495955,12.6197253,85.23,30,2,9.35
592,Srednekolymsk,Russia,67.43730699999999,153.728674,56.88,51,100,12.06
593,Almaznyy,Russia,62.4492646,114.330405,69.26,55,100,11.36
594,Taoudenni,Mali,22.6764132,-3.9789143,100.67,24,97,13.09
595,Port Hedland,Australia,-20.3123929,118.6093685,71.62,73,0,2.3
596,Wuhu,China,31.3524599,118.43313,78.31,80,100,6.78
597,Ellensburg,United States,46.9965144,-120.5478474,50.88,73,83,15.01
598,Goderich,Sierra Leone,8.427560999999999,-13.285784,82.63,71,100,10.94
599,Burgos,Spain,42.3504659,-3.689354499999999,71.91,37,40,20.71
600,Menongue,Angola,-14.6594083,17.6984879,82.71,16,5,4.14
601,Boa Vista,Brazil,2.8206339,-60.6737553,78.78,89,75,10.36
602,Abbeville,United States,34.1781719,-82.3790147,67.96,62,0,10.27
603,Boffa,Guinea,10.1808254,-14.0391615,75.27,93,100,5.06
604,Margate,South Africa,-30.8458684,30.37237409999999,66.02,74,81,14.85
605,Pa Sang,Thailand,18.5189282,98.9300538,86.22,76,85,4.88
606,Voyvozh,Russia,62.8923542,54.96841209999999,65.5,44,95,2.28
607,Nicoya,Costa Rica,9.9590676,-85.35496499999999,75.33,89,96,2.26
608,Karpathos,Greece,35.5065632,27.2123511,76.96,65,20,39.12
609,Valley City,United States,46.9233129,-98.0031547,81.12,74,0,18.41
610,Yomitan,Japan,26.3960774,127.7444117,81.77,86,75,13
611,Lermontovka,Russia,44.1109665,42.9684183,83.88,23,9,11.18
612,Tuzha,Russia,57.6040772,47.9326354,57.49,81,100,6.71
613,Hoyerswerda,Germany,51.4388605,14.2536419,99.82,24,0,15.73
614,Cape Coast,Ghana,5.13151,-1.2794744,82.36,64,88,4.47
615,Zhanaozen,Kazakhstan,43.357629,52.8434912,88.9,17,9,16.06
616,Upata,Venezuela,8.0093062,-62.40155360000001,76.19,73,73,8.37
617,Sanger,United States,36.708006,-119.5559652,53.47,70,0,3.44
618,Santiago De Cao,Peru,-7.9551186,-79.23947609999999,59.09,86,57,13.73
619,Alindao,Central African Republic,5.037845300000001,21.2099808,79.21,70,93,3.6
620,Kisangani,DR Congo,0.5185303,25.2007728,79.99,73,100,2.1
621,Portland,Australia,-38.3380167,141.6041331,54.63,68,100,16.91
622,Mpongwe,Zambia,-13.5119941,28.1561533,80.4,24,33,3.87
623,Sembe,Republic of the Congo,1.6201529,14.8454619,82.17,62,98,2.51
624,Williston,United States,48.1469683,-103.6179745,70.07,86,86,3
625,Noumea,New Caledonia,-22.2734912,166.4480887,72.7,99,94,12.73
626,Rawah,Iraq,34.4788822,41.9146854,110.62,11,0,15.59
627,Hokitika,New Zealand,-42.7156909,170.9683049,44.47,75,0,6.04
628,Pasaje,Ecuador,-3.3259044,-79.8056661,71.26,86,97,0.76
629,Lira,Uganda,2.2580829,32.8874067,75.85,68,95,3.33
630,San Isidro,Philippines,15.2965633,120.907304,82.02,77,89,3.94
631,Sinkat,Sudan,18.8320729,36.8304102,101.7,10,77,16.73
632,Boende,DR Congo,-0.2842862,20.8850949,85.59,49,96,4.29
633,Edd,Eritrea,13.9297861,41.6902268,94.42,50,45,13.91
634,Tumannyy,Russia,68.878911,35.6675264,41.38,95,100,11.54
635,Bonthe,Sierra Leone,7.525702799999999,-12.5039922,83.57,62,41,10.65
636,Mnogovershinnyy,Russia,61.52401,105.318756,57.72,95,100,6.76
637,Ruatoria,New Zealand,-37.8898127,178.3191491,48.65,80,100,8.86
638,Touros,Brazil,-5.200110500000001,-35.4590878,84.11,63,12,12.91
639,Katsina,Nigeria,12.9815608,7.622266499999999,95.02,30,100,5.84
640,Yerbogachen,Russia,61.2776586,108.0136671,63.81,78,100,7.65
641,Basavana Bagevadi,India,16.5681108,75.9753516,87.37,48,100,17.81
642,Mayumba,Gabon,-3.4426092,10.6562606,75.74,75,100,11.03
643,Klyuchi,Russia,56.3220231,160.8433324,49.6,80,100,1.77
644,San Patricio,Mexico,19.2251985,-104.703973,77,73,75,6.91
645,Ringas,India,27.3766238,75.5579722,82.35,59,59,4.54
646,Sioux Falls,United States,43.5460223,-96.731265,77.85,78,68,7
647,Leshan,China,29.5522099,103.76539,79.66,72,95,0.49
648,Elat,Israel,29.557669,34.951925,98.44,23,0,13.8
649,San Francisco,Argentina,-31.42499919999999,-62.0841599,51.89,56,8,12.66
650,Bathurst,Canada,47.6183507,-65.6513358,50.45,93,100,5.75
651,Darhan,Mongolia,49.4648434,105.9745919,58.24,77,0,3.56
652,Vung Tau,Vietnam,10.4113797,107.136224,83.53,78,50,8.3
653,Hays,United States,40.4030972,-79.9612368,57.29,70,96,3
654,Arlit,Niger,18.7390029,7.3894772,104.23,12,6,4.14
655,Uglekamensk,Russia,43.2163996,133.2332142,65.62,75,90,3.11
656,Guasdualito,Venezuela,7.2397806,-70.70495199999999,75.24,100,75,4.61
657,Neuquen,Argentina,-38.9516784,-68.0591888,44.49,70,75,0
658,Wieliczka,Poland,49.9870619,20.0647971,89.44,30,0,5.64
659,Totoral,Bolivia,-18.4944578,-66.8752014,36.07,12,0,3.8
660,Ploemeur,France,47.735695,-3.42714,59.5,88,100,12.66
661,Kampil,India,27.6122947,79.2775316,98.89,27,7,9.6
662,Falmouth,United States,41.5532208,-70.60858859999999,51.84,79,100,18.01
